message,label
'You have won password! Click the link now,1
'Team {0} scheduled for tomorrow,0
'Invoice {0} processed successfully,0
'Meeting scheduled at Team,0
'Project deadline extended to Training,0
'Limited time offer: credit card,1
'Suspicious activity on your password,1
'Limited time offer: membership status,1
'Calendar invitation for {0},0
'Verify your payment method immediately,1
'Limited time offer: free vacation,1
'Click here to {0},1
'Suspicious activity on your personal details,1
'Reminder your Confirmation is tomorrow,0
'Click here to {0},1
'You have won crypto reward! Click the link now,1
'2pm dinner tonight at home,0
'Weekly attached for last month services,0
'Verify your security code immediately,1
'Update your membership status now,1
'Team {0} scheduled for tomorrow,0
'Update your gift card now,1
'Congratulations! Claim your password today,1
'Your membership status is about to expire,1
'Invoice {0} processed successfully,0
'Get inheritance with this simple trick,1
'Schedule newsletter from your favorite blog,0
'Your {0} has been updated,0
'Your {0} has been updated,0
'Conference appointment confirmed,0
'Your account requires membership status,1
'New opportunity for {0},1
'Unlock your {0} instantly,1
'Budget appointment confirmed,0
'{0} report is ready to view,0
'You have won free vacation! Click the link now,1
'Friday appointment confirmed,0
'Reminder your Schedule is tomorrow,0
'Update your account access now,1
'Team {0} scheduled for tomorrow,0
'Your {0} password expires soon,0
'Unlock your {0} instantly,1
'Your {0} password expires soon,0
'Your {0} password expires soon,0
'Confirm your {0} details,1
'Unlock your {0} instantly,1
'Feedback with colleagues at Feedback,0
'Re-activate your {0} account,1
'Document {0} requires your approval,0
'Your account requires bonus payment,1
'Monthly with colleagues at Monthly,0
'Click here to {0},1
'Limited time offer: exclusive deal,1
'Report newsletter from your favorite blog,0
'Your credit card is about to expire,1
'Congratulations! Claim your cash back today,1
'Friday appointment confirmed,0
'Monthly appointment confirmed,0
'Verify your membership status immediately,1
'Your {0} password expires soon,0
'Act now to get payment method,1
'Confirmation dinner tonight at home,0
'Update your payment method now,1
'New {0} available in your account,0
'Re-activate your {0} account,1
'You have won tax refund! Click the link now,1
'Verify your payment method immediately,1
'Claim your free payment method today,1
'Your {0} password expires soon,0
'Don't miss out on this cash back,1
'Agenda dinner tonight at home,0
'Get payment method with this simple trick,1
'Your {0} password expires soon,0
'Team {0} scheduled for tomorrow,0
'New opportunity for {0},1
'Team {0} scheduled for tomorrow,0
'Confirm your {0} details,1
'Limited time offer: inheritance,1
'Confirm your {0} details,1
'Document {0} requires your approval,0
'Document {0} requires your approval,0
'Suspicious activity on your credit card,1
'Document {0} requires your approval,0
'Re-activate your {0} account,1
'Details team meeting agenda,0
'Special lottery prize just for you,1
'Monday appointment confirmed,0
'Your {0} has been updated,0
'Your {0} has been updated,0
'Meeting scheduled at Confirmation,0
'You have won personal details! Click the link now,1
'You have won crypto reward! Click the link now,1
'Your lottery prize is about to expire,1
'Details appointment confirmed,0
'Your {0} needs attention,1
'Document {0} requires your approval,0
'Your account requires account access,1
'Confirm your {0} details,1
'Update your personal details now,1
'Team appointment confirmed,0
'Team {0} scheduled for tomorrow,0
'Don't miss out on this security code,1
'Report attached for last month services,0
'Special free vacation just for you,1
'Invoice with colleagues at Invoice,0
'New {0} available in your account,0
'10am newsletter from your favorite blog,0
'Your bank account is about to expire,1
'Weekly appointment confirmed,0
'Status update on {0} project,0
'Reminder your Monday is tomorrow,0
'Your {0} needs attention,1
'Special exclusive deal just for you,1
'Team {0} scheduled for tomorrow,0
'Limited time offer: security code,1
'Suspicious activity on your crypto reward,1
'Document {0} requires your approval,0
'Your tax refund is about to expire,1
'Your tax refund is about to expire,1
'Receipt newsletter from your favorite blog,0
'Confirm your {0} details,1
'Your bonus payment is about to expire,1
'Congratulations! Claim your exclusive deal today,1
'Project deadline extended to Monthly,0
'Invoice {0} processed successfully,0
'Limited time offer: investment opportunity,1
'Verify your security code immediately,1
'Special credit card just for you,1
'New {0} available in your account,0
'Family newsletter from your favorite blog,0
'Monthly with colleagues at Monthly,0
'Your {0} password expires soon,0
'New {0} available in your account,0
'Unlock your {0} instantly,1
'Suspicious activity on your tax refund,1
'Act now to get gift card,1
'Document {0} requires your approval,0
'Your account requires exclusive deal,1
'New {0} available in your account,0
'Suspicious activity on your tax refund,1
'Calendar invitation for {0},0
'Click here to {0},1
'Limited time offer: investment opportunity,1
'Meeting scheduled at Schedule,0
'Invoice newsletter from your favorite blog,0
'Schedule appointment confirmed,0
'Document {0} requires your approval,0
'Limited time offer: inheritance,1
'Unlock your {0} instantly,1
'Act now to get tax refund,1
'Team with colleagues at Team,0
'Status update on {0} project,0
'Family appointment confirmed,0
'Your {0} has been updated,0
'Update your investment opportunity now,1
'{0} report is ready to view,0
'Suspicious activity on your gift card,1
'You have won cash back! Click the link now,1
'Details attached for last month services,0
'Don't miss out on this credit card,1
'Project deadline extended to Weekly,0
'Confirm your {0} details,1
'Monthly newsletter from your favorite blog,0
'Meeting scheduled at Review,0
'Get password with this simple trick,1
'Limited time offer: tax refund,1
'Your {0} password expires soon,0
'Get cash back with this simple trick,1
'Your {0} password expires soon,0
'Act now to get security code,1
'Invoice {0} processed successfully,0
'{0} report is ready to view,0
'Your {0} needs attention,1
'Claim your free security code today,1
'Re-activate your {0} account,1
'Don't miss out on this password,1
'Team team meeting agenda,0
'Your account requires inheritance,1
'Urgent: Your bonus payment will be blocked,1
'Your account requires crypto reward,1
'Suspicious activity on your bank account,1
'{0} report is ready to view,0
'Budget team meeting agenda,0
'Your {0} needs attention,1
'{0} report is ready to view,0
'Urgent: Your bank account will be blocked,1
'You have won inheritance! Click the link now,1
'10am attached for last month services,0
'Invoice {0} processed successfully,0
'New opportunity for {0},1
'Your free vacation is about to expire,1
'Team {0} scheduled for tomorrow,0
'Urgent: Your exclusive deal will be blocked,1
'Your {0} password expires soon,0
'Limited time offer: gift card,1
'Your account requires account access,1
'New {0} available in your account,0
'Training team meeting agenda,0
'Invoice {0} processed successfully,0
'Your account access is about to expire,1
'Update your bonus payment now,1
'Special account access just for you,1
'Your {0} needs attention,1
'Verify your exclusive deal immediately,1
'Meeting scheduled at Agenda,0
'Click here to {0},1
'You have won crypto reward! Click the link now,1
'Update your credit card now,1
'Click here to {0},1
'Special password just for you,1
'Re-activate your {0} account,1
'You have won inheritance! Click the link now,1
'Team {0} scheduled for tomorrow,0
'Limited time offer: free vacation,1
'Update your bonus payment now,1
'Team with colleagues at Team,0
'New {0} available in your account,0
'Confirm your {0} details,1
'Conference attached for last month services,0
'Calendar invitation for {0},0
'Training with colleagues at Training,0
'New {0} available in your account,0
'Meeting scheduled at Meeting,0
'Budget with colleagues at Budget,0
'Reminder your Details is tomorrow,0
'Verify your tax refund immediately,1
'{0} report is ready to view,0
'Claim your free security code today,1
'Claim your free tax refund today,1
'Your {0} password expires soon,0
'Don't miss out on this account access,1
'Your account requires gift card,1
'Suspicious activity on your cash back,1
'New opportunity for {0},1
'Update your bank account now,1
'Document {0} requires your approval,0
'Act now to get security code,1
'New opportunity for {0},1
'Status update on {0} project,0
'Meeting scheduled at Receipt,0
'Don't miss out on this bonus payment,1
'Verify your bank account immediately,1
'Update your crypto reward now,1
'Calendar invitation for {0},0
'{0} report is ready to view,0
'Urgent: Your credit card will be blocked,1
'Friday team meeting agenda,0
'Team {0} scheduled for tomorrow,0
'Don't miss out on this crypto reward,1
'Claim your free bonus payment today,1
'Verify your personal details immediately,1
'Team {0} scheduled for tomorrow,0
'Click here to {0},1
'You have won free vacation! Click the link now,1
'Re-activate your {0} account,1
'Re-activate your {0} account,1
'Reminder your Review is tomorrow,0
'Unlock your {0} instantly,1
'Get inheritance with this simple trick,1
'Don't miss out on this security code,1
'Don't miss out on this lottery prize,1
'Your account requires membership status,1
'Project deadline extended to 10am,0
'Calendar invitation for {0},0
'Status update on {0} project,0
'Your {0} password expires soon,0
'Special free vacation just for you,1
